airport_id,airport_name,city_id
NPH,Nephi,NPH
NPL,New Plymouth Airport,NPL
NPO,Nangapinoh,NPO
NPP,Napperby,NPP
NPT,State,NPT
NPU,San Pedro Uraba,NPU
NQA,Millington Regional Jetport,MEM
NQI,NAS,NQI
NQL,Niquelandia,NQL
NQN,Presidente Peron International Airport,NQN
NQT,Nottingham Airport,NQT
NQU,Nuqui,NQU
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),EYW
NQY,Newquay Cornwall Airport,NQY
NRA,Narrandera,NRA
NRB,Ns,NRB
NRC,Aux Field,NRC
NRD,Norderney,NRD
NRE,Namrole,NRE
NRG,Narrogin,NRG
NRI,Shangri-la,NRI
NRK,Kungsangen Airport,NRK
NRL,North Ronaldsay Airport,NRL
NRM,Nara,NRM
NRN,Weeze Airport,DUS
NRR,Roosevelt NAS,NRR
NRS,NAS,NRS
NRT,Narita International Airport,TYO
NRY,Newry,NRY
NSB,North SPB,BIM
NSE,Whiting Field NAS,NSE
NSF,Andrews NAF,ADW
NSH,Now Shahr Airport,NSH
NSI,Nsimalen Airport,YAO
NSK,Noril'sk Airport,NSK
NSM,Norseman,NSM
NSN,Nelson Airport,NSN
NSO,Scone,NSO
NSP,NAF,NSP
NST,Nakhon Si Thammarat Airport,NST
NSV,Noosaville,NSV
NSX,Hovercraft/Launch Pt,NSX
NSY,NAS Sigonella,NSY
NTA,Natadola,NTA
NTB,Notodden Airport,NTB
NTC,Santa Carolina,NTC
NTD,Point Mugu NAS (Naval Base Ventura County,NTD
NTE,Nantes Atlantique Airport,NTE
NTG,Nantong Xingdong Airport,NTG
NTI,Bintuni,NTI
NTJ,Manti-Ephraim,NTJ
NTL,Newcastle Airport,NTL
NTM,Miracema Do Norte,NTM
NTN,Normanton Airport,NTN
NTO,Santo Antao,NTO
NTQ,Noto Airport,NTQ
NTR,Aeropuerto del Norte International Airport,MTY
NTT,Kuini Lavenia,NTT
NTU,NAS,NTU
NTX,Natuna Ranai,NTX
NTY,Pilanesberg International Airport,NTY
NUB,Numbulwar,NUB
NUD,En Nahud,NUD
NUE,Nuremberg Airport,NUE
NUF,Castlereigh Reservoir,NUF
NUG,Nuguria,NUG
NUH,Nunchia,NUH
NUI,Nuiqsut Airport,NUI
NUJ,Nojeh,NUJ
NUK,Nukutavake,NUK
NUL,Nulato Airport,NUL
NUN,Saufley NAS,PNS
NUP,Nunapitchuk,NUP
NUQ,Moffett Field,NUQ
NUR,Nullarbor,NUR
NUS,Norsup Airport,NUS
NUT,Nutuve,NUT
NUU,Nakuru,NUU
NUW,Whidbey Island NAS (Ault Field),NUW
NUX,Novy Urengoy Airport,NUX
NVA,Benito Salas Airport,NVA
NVD,Nevada,NVD
NVG,Nueva Guinea,NVG
NVI,Navoi Airport,NVI
NVK,Framnes,NVK
NVP,Novo Aripuana,NVP
NVR,Novgorod,NVR
NVS,Nevers,NVS
NVT,Navegantes Airport,NVT
NVY,Neyveli,NVY
NWA,Moheli,NWA
NWH,Parlin Field,NWH
NWI,Norwich International Airport,NWI
NWP,NS,NWP
NWS,Pier 11/Wall St. SPB,NYC
NWT,Nowata,NWT
NXX,Willow Grove NAS,NXX
NYE,Nyeri,NYE
NYG,Quantico NAS,NYG
NYI,Sunyani,NYI
NYK,Nanyuki,NYK
NYM,Nadym Airport,NYM
NYN,Nyngan,NYN
NYO,Stockholm Skavsta Airport,STO
NYU,Nyaung U Airport,NYU
NZA,Nzagi,NZA
NZE,Nzerekore,NZE
NZH,Manzhouli Airport,NZH
NZW,South Weymouth,NZW
NZY,North Island NAS,SAN
OAG,Orange Airport,OAG
OAJ,Albert J Ellis Airport,OAJ
OAK,Metropolitan Oakland International Airport,OAK
OAL,Cacoal Airport,OAL
OAM,Oamaru,OAM
OAN,Olanchito,OAN
OAR,Marina Municipal,MRY
OAX,Xoxocotlan Airport,OAX
OBA,Oban,OBA
OBC,Obock,OBC
OBD,Obano,OBD
OBE,County,OBE
OBF,Oberpfaffenhofen,OBF
OBI,Obidos,OBI
OBL,Zoersel,OBL
OBM,Morobe,OBM
OBN,Oban Airport,OBN
OBO,Tokachi-Obihiro Airport,OBO
OBS,Vals-Lanas,OBS
OBT,Oakland/Coliseum Stat,OBT
OBU,Kobuk/Wien Airport,OBU
OBX,Obo,OBX
OBY,Ittoqqortoormiit,OBY
OCA,Ocean Reef,OCA
OCC,Coca Airport,OCC
OCE,Municipal,OCE
OCF,Taylor Field,OCF
OCH,A L Mangham Jr. Regional,OCH
OCI,Oceanic,OCI
OCJ,Boscobel,OCJ
OCN,Municipal,OCN
OCV,Aguasclaras,OCV
OCW,Warren Field,OCW
ODA,Ouadda,ODA
ODB,Cordoba,ODB
ODD,Oodnadatta,ODD
ODE,Beldringe,ODE
ODH,RAF Station,ODH
ODJ,Ouanda Djalle,ODJ
ODL,Cordillo Downs,ODL
ODN,Long Seridan Airport,ODN
ODR,Ord River,ODR
ODS,Odessa International Airport,ODS
ODW,Oak Harbor,ODW
ODY,Oudomxay Airport,ODY
OEA,Oneal,OEA
OEC,Ocussi,OEC
OEL,Orel,OEL
OEM,Vincent Fayks,OEM
OEO,Municipal,OEO
OER,Ornskoldsvik Airport,OER
OES,San Antonio Oeste,OES
OFI,Ouango Fitini,OFI
OFJ,Olafsfjordur,OFJ
OFK,Stefan Field,OFK
OFU,Airstrip,OFU
OGA,Searle Field,OGA
OGB,Municipal,OGB
OGD,Municipal,OGD
OGE,Ogeranang,OGE
OGG,Kahului Airport,OGG
OGL,Ogle Airport,OGL
OGN,Yonaguni Jima,OGN
OGO,Abengourou,OGO
OGR,Bongor,OGR
OGS,Ogdensburg Airport,OGS
OGV,Ongava Game Reserve,OGV
OGX,Ain Beida Airport,OGX
OGZ,Vladikavkaz Airport,OGZ
OHA,Royal Air Force Base,OHA
OHC,AFS,OHC
OHD,Ohrid Airport,OHD
OHI,Oshakati,OHI
OHO,Okhotsk,OHO
OHR,Wyk Auf Foehr,OHR
OHT,Kohat,OHT
OIA,Ourilandia,OIA
OIC,Eaton,OIC
OIL,Splane Memorial,OIL
OIM,Oshima,OIM
OIR,Okushiri Airport,OIR
OIT,Oita Airport,OIT
OJC,Johnson Executive,MKC
OKA,Naha Airport,OKA
OKB,Fraser Island,OKB
OKC,Will Rogers World Airport,OKC
OKE,Okino Erabu,OKE
OKF,Okaukuejo,OKF
OKG,Okoyo,OKG
OKH,Cottesmor RAF,OKH
OKI,Oki Island,OKI
OKJ,Okayama Airport,OKJ
OKK,Kokomo,OKK
OKL,Oksibil,OKL
OKM,Okmulgee,OKM
OKN,Okondja,OKN
OKO,Yokota AFB,TYO
OKP,Oksapmin,OKP
OKQ,Okaba,OKQ
OKR,Yorke Island,OKR
OKS,Oshkosh,OKS
OKT,Oktiabrskij,OKT
OKU,Mokuti Lodge,OKU
OKV,Okao,OKV
OKY,Oakey,OKY
OLA,Orland,OLA
OLB,Olbia Costa Smeralda Airport,OLB
OLD,Old Town,OLD
OLE,Municipal,OLE
OLF,Wolf Point International Airport,OLF
OLH,Old Harbor SPB,OLH
OLI,Rif,OLI
OLJ,Olpoi,OLJ
OLK,Fuerte Olimpo,OLK
OLM,Olympia,OLM
OLN,Colonia Sarmiento,OLN
OLO,Olomouc,OLO
OLP,Olympic Dam Airport,OLP
OLQ,Olsobip,OLQ
OLS,International,OLS
OLU,Columbus Municipal,OLU
OLV,Olive Branch Airport,OLV
OLY,Olney-Noble,OLY
OMA,Eppley Airfield,OMA
OMB,Omboue,OMB
OMC,Ormoc,OMC
OMD,Oranjemund Airport,OMD
OME,Nome Airport,OME
OMF,King Hussein,OMF
OMG,Omega,OMG
OMH,Urmia Airport,OMH
OMI,Omidieh,OMI
OMJ,Omura,OMJ
OMK,Municipal,OMK
OML,Omkalai,OML
OMM,Marmul,OMM
OMO,Mostar Airport,OMO
OMR,Oradea Airport,OMR
OMS,Omsk Airport,OMS
OMY,Oddor Meanche,OMY
ONA,Municipal,ONA
ONB,Ononge,ONB
OND,Ondangwa Airport,OND
ONE,Onepusu,ONE
ONG,Mornington Airport,ONG
ONH,Municipal,ONH
ONI,Moanamani,ONI
ONJ,Odate Noshiro Airport,ONJ
ONL,Municipal,ONL
ONM,Socorro,ONM
ONN,Onion Bay,ONN
ONO,Ontario Municipal Airport,ONO
ONP,Newport,ONP
ONQ,Zonguldak,ONQ
ONR,Monkira,ONR
ONS,Onslow Airport,ONS
ONU,Ono I Lau,ONU
ONX,Enrique Adolfo Jimenez,ONX
ONY,Olney,ONY
OOA,Municipal,OOA
OOK,Toksook Bay Airport,OOK
OOL,Gold Coast Airport,OOL
OOM,Snowy Mountains Airport,OOM
OOR,Mooraberree,OOR
OOT,Onotoa,OOT
OPA,Kopasker,OPA
OPB,Open Bay,OPB
OPI,Oenpelli,OPI
OPL,St Landry Parish,OPL
OPO,Porto Airport,OPO
OPS,Sinop Airport,OPS
OPU,Balimo,OPU
OPW,Opuwa,OPW
ORA,Oran,ORA
ORB,Orebro-Bofors Airport,ORB
ORC,Orocue,ORC
ORD,O'Hare International Airport,CHI
ORE,Orleans,ORE
ORF,Norfolk International Airport,ORF
ORG,Zorg En Hoop,PBM
ORH,Worcester Regional Airport,ORH
ORI,Port Lions SPB,ORI
ORJ,Orinduik,ORJ
ORK,Cork Airport,ORK
ORL,Orlando Executive,ORL
ORM,Northampton,ORM
ORN,Es Senia Airport,ORN
ORO,Yoro,ORO
ORP,Orapa,ORP
ORQ,Heliport,ORQ
ORR,Yorketown,ORR
ORS,Waterport,ORS
ORT,Northway,ORT
ORU,Oruro,ORU
ORV,Robert (Bob) Curtis Memorial Airport,ORV
ORW,Ormara,ORW
ORX,Oriximina,ORX
ORY,Paris Orly Airport,PAR
ORZ,Orange Walk,ORZ
OSB,Osage Beach,OSB
OSC,Wurtsmith AFB,OSC
OSD,Are Ostersund Airport,OSD
OSE,Omora,OSE
OSG,Ossima,OSG
OSH,Wittman Field,OSH
OSI,Osijek Airport,OSI
OSK,Oskarshamn,OSK
OSL,Oslo Airport Gardermoen,OSL
OSM,Mosul,OSM
OSN,Osan AB,OSN
OSR,Mosnov Airport,OSR
OSS,Osh Airport,OSS
OST,Ostend-Bruges International Airport,OST
OSU,Ohio State University,CMH
OSW,Orsk Airport,OSW
OSX,Attala County,OSX
OSY,Namsos Airport,OSY
OSZ,Koszalin,OSZ
OTA,Mota,OTA
OTC,Bol,OTC
OTD,Contadora,OTD
OTG,Worthington,OTG
OTH,Southwest Oregon Regional Airport,OTH
OTI,Pitu,OTI
OTJ,Otjiwarongo,OTJ
OTL,Boutilimit,OTL
OTM,Industrial,OTM
OTN,Green,OTN
OTO,Vor,OTO
OTP,Bucharest Henri Coanda International Airport,BUH
OTR,Coto 47,OTR
OTS,Anacortes,OTS
OTU,Otu,OTU
OTV,Ontong Java,OTV
OTY,Oria,OTY
OTZ,Ralph Wien Memorial Airport,OTZ
OUA,Ouagadougou International Airport,OUA
OUD,Les Angades Airport,OUD
OUE,Ouesso,OUE
OUG,Ouahigouya,OUG
OUH,Oudtshoorn,OUH
OUI,Ban Houei,OUI
OUK,Outer Skerries,OUK
OUL,Oulu Airport,OUL
OUM,Oum Hadjer,OUM
OUN,Max Westheimer,OUN
OUR,Batouri,OUR
OUS,Ourinhos,OUS
OUT,Bousso,OUT
OUU,Ouanga,OUU
OUZ,Zouerate,OUZ
OVA,Bekily,OVA
OVB,Novosibirsk Tolmachevo Airport,OVB
OVD,Asturias Airport,OVD
OVE,Oroville,OVE
OVG,Overberg (FAOB),OVG
OVL,Ovalle,OVL
OVR,Olavarria,OVR
OWA,Owatonna,OWA
OWB,Daviess County Airport,OWB
OWD,Memorial,OWD
OWE,Owendo,OWE
OWK,Central Maine Airport of Norridgewock,OWK
OXB,Osvaldo Vieira Airport,OXB
OXC,Waterbury-oxford,OXC
OXD,Miami University,OXD
OXF,Oxford (Kidlington),OXF
OXO,Orientos,OXO
OXR,Ventura,OXR
OXY,Morney,OXY
OYA,Goya,OYA
OYE,Oyem,OYE
OYG,Moyo,OYG
OYK,Oiapoque,OYK
OYL,Moyale,OYL
OYN,Ouyen,OYN
OYO,Tres Arroyos,OYO
OYP,St-Georges de lOyapock,OYP
OYS,Yosemite Ntl Park,OYS
OZA,Ozona Municipalcipal,OZA
OZC,Labo Airport,OZC
OZH,Zaporozhye Airport,OZH
OZI,Bobadilla,OZI
OZP,Moron,OZP
OZR,Cairns AAF,OZR
OZU,Montilla,OZU
OZZ,Ouarzazate Airport,OZZ
PAA,Pa-an,PAA
PAB,Bilaspur,PAB
PAC,Marcos A. Gelabert International Airport,PTY
PAD,Paderborn Lippstadt Airport,PAD
PAE,Snohomish County - Paine Field,PAE
PAF,Pakuba,PAF
PAG,Pagadian Airport,PAG
PAH,Barkley Regional Airport,PAH
PAJ,Para Chinar,PAJ
PAK,Port Allen,PAK
PAL,Palanquero,PAL
PAN,Pattani,PAN
PAO,Palo Alto,PAO
PAP,Toussaint Louverture International Airport,PAP
PAQ,Palmer Municipalcipal,PAQ
PAS,Paros Airport,PAS
PAT,Jay Prakash Narayan International Airport,PAT
PAU,Pauk,PAU
PAV,Paulo Afonso Airport,PAV
PAW,Pambwa,PAW
PAX,Port De Paix,PAX
PAY,Pamol,PAY
PAZ,El Tajin National Airport,PAZ
PBA,Point Barrow,BRW
PBB,Paranaiba,PBB
PBC,Huejotsingo Airport,PBC
PBD,Porbandar,PBD
PBE,Puerto Berrio,PBE
PBF,Grider Field,PBF
PBG,Plattsburgh International Airport,PBG
PBH,Paro Airport,PBH
PBI,Palm Beach International Airport,PBI
PBJ,Paama,PBJ
PBK,Pack Creek,PBK
PBL,Puerto Cabello,PBL
PBM,Zanderij International Airport,PBM
PBN,Porto Amboim,PBN
PBO,Paraburdoo Airport,PBO
PBP,Punta Islita,PBP
PBQ,Pimenta Bueno,PBQ
PBR,Puerto Barrios,PBR
PBS,Patong Beach,PBS
PBT,Puerto Leda,PBT
PBU,Putao,PBU
PBV,Porto Dos Gauchos,PBV
PBW,Palibelo,PBW
PBX,Porto Alegre Do Norte,PBX
PBY,Hamilton/Proserpine,PBY
PBZ,Plettenberg Bay Airport,PBZ
PCA,Portage Creek,PCA
PCB,Pondok Cabe,PCB
PCC,Puerto Rico,PCC
PCD,Prairie du Chien Municipal Airport,PCD
PCE,Painter Creek,PCE
PCG,Paso Caballos,PCG
PCH,Palacios,PCH
PCJ,Puerto La Victoria,PCJ
PCK,Porcupine Creek,PCK
PCL,Capitan Rolden Airport,PCL
PCM,Playa Del Carmen,PCM
PCN,Picton Aerodrome,PCN
PCO,Punta Colorada,PCO
PCP,Principe,PCP
PCQ,Bounneua,PCQ
PCR,Puerto Carreno Airport,PCR
PCS,Picos,PCS
PCT,Princeton,PCT
PCU,Pearl River County,PCU
PCV,Punta Chivato,PCV
PDA,Puerto Inirida,PDA
PDB,Pedro Bay,PDB
PDC,Mueo,PDC
PDD,Ponta de Ouro,PDD
PDE,Pandie Pandie,PDE
PDF,Prado,PDF
PDG,Minangkabau International Airport,PDG
PDI,Pindiu,PDI
PDK,DeKalb Peachtree Airport,ATL
PDL,Joao Paulo II Airport,PDL
PDN,Parndana,PDN
PDO,Pendopo,PDO
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,PDP
PDR,Presidente Dutra,PDR
PDS,Piedras Negras International Airport,PDS
PDT,Eastern Oregon Regional Airport,PDT
PDU,Paysandu,PDU
PDV,Plovdiv Airport,PDV
PDX,Portland International Airport,PDX
PDZ,Pedernales,PDZ
PEA,Penneshaw,PEA
PEB,Pebane,PEB
PEC,Pelican SPB,PEC
PED,Pardubice Airport,PED
PEE,Perm International Airport,PEE
PEF,Peenemuende,PEF
PEG,Sant Egidio Airport,PEG
PEH,Pehuajo,PEH
PEI,Matecana International Airport,PEI
PEJ,Peschiei,PEJ
PEK,Beijing Capital International Airport,BJS
PEL,Pelaneng,PEL
PEM,Puerto Maldonado Airport,PEM
PEN,Penang International Airport,PEN
PEP,Peppimenarti,PEP
PEQ,Pecos City,PEQ
PER,Perth Airport,PER
PES,Petrozavodsk Airport,PES
PET,Federal Airport,PET
PEU,Puerto Lempira,PEU
PEV,Pecs Pogany,PEV
PEW,Bacha Khan International Airport,PEW
PEX,Pechora Airport,PEX
PEY,Penong,PEY
PEZ,Penza Airport,PEZ
PFA,Paf Warren,PFA
PFB,Passo Fundo Airport,PFB
PFC,Pacific City State,PFC
PFD,Port Frederick,PFD
PFJ,Patreksfjordur,PFJ
PFO,Paphos International Airport,PFO
PFQ,Parsabad,PFQ
PFR,Ilebo,PFR
PGA,Page Airport,PGA
PGB,Pangoa,PGB
PGC,Grant County,PGC
PGD,Charlotte County Airport,PGD
PGE,Yegepa,PGE
PGF,Llabanere Airport,PGF
PGG,Progresso,PGG
PGH,Pantnagar Airport,PGH
PGI,Chitato,PGI
PGK,Depati Amir Airport,PGK
PGL,Jackson County,PGL
PGM,Port Graham,PGM
PGN,Pangia,PGN
PGO,Stevens Field,PGO
PGP,Porto Alegre,PGP
PGR,Paragould Kirk Field,PGR
PGS,Peach Springs,PGS
PGV,Pitt-Greenville Airport,PGV
PGX,Perigueux Airport,PGX
PHA,Phan Rang,PHA
PHB,Santos Dumont,PHB
PHC,Port Harcourt International Airport,PHC
PHD,Harry Clever Field,PHD
PHE,Port Hedland International Airport,PHE
PHF,Newport News/Williamsburg International Airport,PHF
PHG,Port Harcourt City,PHC
PHH,Phan Thiet,PHH
PHI,Pinheiro,PHI
PHJ,Port Hunter,NTL
PHK,Palm Beach Co Glades,PHK
PHL,Philadelphia International Airport,PHL
PHN,St Clair County International,PHN
PHO,Point Hope Airport,PHO
PHP,Philip,PHP
PHR,Pacific Harbor,PHR
PHS,Phitsanulok Airport,PHS
PHT,Henry County,PHT
PHU,Phu Vinh,PHU
PHW,Phalaborwa Airport,PHW
PHX,Phoenix Sky Harbor International Airport,PHX
PHY,Phetchabun,PHY
PHZ,Phi Phi Island,PHZ
PIA,Peoria International Airport,PIA
PIB,Hattiesburg-Laurel Regional Airport,LUL
PIC,Pine Cay,PIC
PID,Paradise Island,NAS
PIE,St. Petersburg-Clearwater International Airport,TPA
PIF,Pingtung,PIF
PIG,Pitinga,PIG
PIH,Pocatello Regional Airport,PIH
PII,Phillips Field,FAI
PIK,Glasgow Prestwick Airport,GLA
PIL,Pilar,PIL
PIM,Garden Harris County,PIM
PIN,Parintins,PIN
PIO,Capitan FAP Renan Elias Olivera Airport,PIO
PIP,Pilot Point,PIP
PIQ,Pipillipai,PIQ
PIR,Pierre Regional Airport,PIR
PIS,Poitiers-Biard Airport,PIS
PIT,Pittsburgh International Airport,PIT
PIU,Cap. FAP Guillermo Concha Iberico International Airport,PIU
PIV,Pirapora,PIV
PIW,Pikwitonei,PIW
PIX,Pico Island Airport,PIX
PIZ,Dew Station Airport,PIZ
PJA,Pajala Airport,PJA
PJB,Payson,PJB
PJC,Pedro Juan Caballero,PJC
PJG,Panjgur,PJG
PJM,Puerto Jimenez,PJM
PJS,Port San Juan,PJS
PJZ,Puerto Juarez,PJZ
PKA,Napaskiak Sea Plane Base,PKA
PKB,Wood County Airport,PKB
PKC,Petropavlovsk-Kamchatsky Airport,PKC
PKD,Park Rapids,PKD
PKE,Parkes Airport,PKE
PKF,Park Falls,PKF
PKG,Pangkor Airport,PKG
PKH,Alexion,PKH
PKJ,Playa Grande,PKJ
PKK,Pakokku,PKK
PKL,Pakatoa Island,PKL
PKM,Port Kaituma,PKM
PKN,Iskandar Airport,PKN
PKO,Parakou,PKO
PKP,Puka Puka,PKP
PKR,Pokhara Airport,PKR
PKS,Paksane,PKS
PKT,Port Keats,PKT
PKU,Sultan Syarif Kasim II International Airport,PKU
PKV,Pskov Airport,PKV
PKW,Selebi-Phikwe,PKW
PKY,Tjilik Riwut Airport,PKY
PKZ,Pakse Airport,PKZ
PLA,Planadas,PLA
PLC,Planeta Rica,PLC
PLD,Playa Samara,PLD
PLE,Paiela,PLE
PLF,Pala,PLF
PLH,Plymouth,PLH
PLI,Palm Island,PLI
PLJ,Placencia,PLJ
PLK,M. Graham Clark - Taney County,PLK
PLL,Ponta Pelada,PLL
PLM,Sultan Mahmud Badaruddin II Airport,PLM
PLN,Emmet County Airport,PLN
PLO,Port Lincoln Airport,PLO
PLP,La Palma,PLP
PLQ,Palanga International Airport,PLQ
PLR,St Clair County,PLR
PLS,Providenciales International Airport,PLS
PLT,Plato,PLT
PLU,Belo Horizonte Airport,BHZ
PLV,Poltava,PLV
PLW,Mutiara Airport,PLW
PLX,Semipalatinsk Airport,PLX
PLY,Plymouth,PLY
PLZ,Port Elizabeth International Airport,PLZ
PMA,Wawi Airport,PMA
PMB,Intermediate,PMB
PMC,El Tepual Airport,PMC
PMD,La Palmdale Regional Airport,PMD
PME,Portsmouth,PME
PMF,Parma Airport,MIL
PMG,International,PMG
PMH,Greater Portsmouth Regional,PMH
PMI,Palma de Mallorca Airport,PMI
PMK,Palm Island Airport,PMK
PML,AFS,PML
PMM,Phanom Sarakham,PMM
PMN,Pumani,PMN
PMO,Falcone-Borsellino Airport,PMO
PMP,Pimaga,PMP
PMQ,Perito Moreno,PMQ
PMR,Palmerston North Airport,PMR
PMS,Palmyra,PMS
PMT,Paramakotoi,PMT
PMU,SPB,PMU
PMV,Santiago Marino International Airport,PMV
PMW,Palmas Airport,PMW
PMX,Metropolitan,PMX
PMY,El Tehuelche,PMY
PMZ,Palmar Sur,PMZ
PNA,Pamplona Airport,PNA
PNB,Porto Nacional,PNB
PNC,Ponca City,PNC
PND,Punta Gorda,PND
PNE,North Philadelphia,PHL
PNG,Paranagua,PNG
PNH,Phnom Penh International Airport,PNH
PNI,Pohnpei Airport,PNI
PNJ,Peng Lai/Sha He Kou,PNJ
PNK,Supadio International Airport,PNK
PNL,Pantelleria Airport,PNL
PNN,Princeton,PNN
PNO,Pinotepa Nacional,PNO
PNP,Girua Airport,PNP
PNQ,Pune Airport,PNQ
PNR,Pointe Noire Airport,PNR
PNS,Pensacola International Airport,PNS
PNT,Teniente J. Gallardo,PNT
PNU,Panguitch,PNU
PNV,Panevezys,PNV
PNX,Grayson County,PNX
PNY,Pondicherry,PNY
PNZ,Petrolina International Airport,PNZ
POA,Salgado Filho International Airport,POA
POB,Pope AFB,FAY
POC,Brackett Field,POC
POD,Podor,POD
POE,Polk AAF,POE
POF,Earl Fields Memorial,POF
POG,Port Gentil,POG
POH,Pocahontas Municipal,POH
POI,Potosi,POI
POJ,Patos De Minas,QPT
POL,Pemba Airport,POL
POM,Jacksons International Airport,POM
PON,Poptun,PON
POO,Pocos De Caldas,POO
POP,La Union Airport,POP
POQ,Polk Inlet,POQ
POR,Pori Airport,POR
POS,Piarco International Airport,POS
POT,Ken Jones,POT
POU,Dutchess County,POU
POV,Presov,POV
POW,Portoroz,POW
POX,Paris Cergy Pontoise,PAR
POY,Powell,POY
POZ,Poznan Airport,POZ
PPA,Perry Lefors Field,PPA
PPB,A. De Barros Airport,PPB
PPC,Prospect Creek,PPC
PPE,Puerto Penasco,PPE
PPF,Tri-City,PPF
PPG,Pago Pago International Airport,PPG
PPH,Peraitepuy,PPH
PPI,Port Pirie,PPI
PPJ,Pulau Panjang,PPJ
PPK,Petropavlovsk Airport,PPK
PPL,Phaplu,PPL
PPM,Pompano Beach,PPM
PPN,Guillermo Leon Valencia Airport,PPN
PPO,Powell Point,PPO
PPP,Whitsunday Coast Airport,PPP
PPQ,Paraparaumu Airport,PPQ
PPR,Pasir Pangarayan,PPR
PPS,Puerto Princesa International Airport,PPS
PPT,Tahiti Faa'a Airport,PPT
PPU,Papun,PPU
PPV,Port Protection,PPV
PPW,Papa Westray Airport,PPW
PPX,Param,PPX
PPY,Pouso Alegre,PPY
PPZ,Puerto Paez,PPZ
PQC,Phu Quoc Airport,PQC
PQI,Presque Isle Municipal Airport,PQI
PQM,Palenque,PQM
PQQ,Port Macquarie Airport,PQQ
PQS,Pilot Station Airport,PQS
PQT,Heliport,PQT
PRA,General Justo Jose de Urquiza Airport,PRA
PRB,Paso Robles,PRB
PRC,Prescott Airport,PRC
PRD,Pardoo,PRD
PRE,Pore,PRE
PRF,Port Johnson,PRF
PRG,Vaclav Havel Airport Prague,PRG
PRH,Phrae Airport,PRH
PRI,Praslin Island Airport,PRI
PRJ,Capri,PRJ
PRK,Prieska,PRK
PRL,Port Oceanic,PRL
PRM,Portimao Airport,PRM
PRN,Pristina International Airport,PRN
PRO,Perry Municipal,PRO
PRP,Propriano,PRP
PRQ,Pres. Roque Saenz Pena,PRQ
PRR,Paruima,PRR
PRS,Parasi,PRS
PRT,Coast Guard Heliport,PRT
PRU,Prome,PRU
PRV,Prerov,PRV
PRW,Prentice,PRW
PRX,Cox Field,PRX
PRY,Wonderboom Airport,PRY
PRZ,Prineville,PRZ
PSA,Pisa International Airport,PSA
PSB,Bellefonte,PSB
PSC,Tri-Cities Airport,PSC
PSD,Port Said,PSD
PSE,Mercedita Airport,PSE
PSF,Pittsfield,PSF
PSG,Petersburg Municipal Airport,PSG
PSH,St Peter,PSH
PSI,Pasni,PSI
PSJ,Poso,PSJ
PSK,New River Valley,PSK
PSL,Perth,PSL
PSM,Pease Air Force Base,BOS
PSN,Palestine Municipalcipal Airport,PSN
PSO,Cano Airport,PSO
PSP,Palm Springs International Airport,PSP
PSQ,SPB,PHL
PSR,Abruzzo Airport,PSR
PSS,Posadas Airport,PSS
PST,Preston,PST
PSU,Putussibau Airport,PSU
PSV,Papa Stour,PSV
PSW,Passos,PSW
PSX,Palacios,PSX
PSY,Port Stanley,PSY
PSZ,Puerto Suarez,PSZ
PTA,Port Alsworth,PTA
PTB,Dinwiddie County Airport,PTB
PTC,Port Alice,PTC
PTD,Port Alexander,PTD
PTF,Malololailai,PTF
PTG,Polokwane Airport,PTG
PTH,Port Heiden,PTH
PTI,Port Douglas,PTI
PTJ,Portland,PTJ
PTK,Pontiac,PTK
PTL,Port Armstrong,PTL
PTM,Palmarito,PTM
PTN,Williams Memorial,PTN
PTO,Pato Branco,PTO
PTP,Pointe-a-Pitre International Airport,PTP
PTQ,Porto de Moz,PTQ
PTR,Pleasant Harbour,PTR
PTS,Atkinson Municipal Airport,PTS
PTT,Pratt,PTT
PTU,Platinum Airport,PTU
PTV,Porterville,PTV
PTW,Pottstown/Limerick,PTW
PTX,Pitalito,PTX
PTY,Tocumen International Airport,PTY
PTZ,Pastaza,PTZ
PUA,Puas,PUA
PUB,Pueblo Memorial Airport,PUB
PUC,Carbon County,PUC
PUD,Puerto Deseado,PUD
PUE,Puerto Obaldia,PUE
PUF,The Pau-Pyrenees International Airport,PUF
PUG,Port Augusta,PUG
PUH,Pochutla,PUH
PUI,Pureni,PUI
PUJ,Punta Cana International Airport,PUJ
PUK,Pukarua,PUK
PUL,Poulsbo,PUL
PUM,Pomala,PUM
PUN,Punia,PUN
PUO,Prudhoe Bay,PUO
PUP,Po,PUP
PUQ,Pres Ibanez Airport,PUQ
PUR,Puerto Rico,PUR
PUS,Gimhae International Airport,PUS
PUT,Puttaprathe,PUT
PUU,Puerto Asis Airport,PUU
PUV,Poum,PUV
PUW,Moscow Regional Airport,PUW
PUX,Puerto Varas,PUX
PUY,Pula Airport,PUY
PUZ,Puerto Cabezas,PUZ
PVA,Providencia,PVA
PVC,Provincetown Airport,PVC
PVD,Theodore Francis Green Memorial State Airport,PVD
PVE,El Porvenir,PVE
PVF,Placerville,PVF
PVG,Shanghai Pudong International Airport,SHA
PVH,Porto Velho International Airport,PVH
PVI,Edu Chaves,PVI
PVK,Aktion Airport,PVK
PVO,Reales Tamarindos,PVO
PVR,Gustavo Diaz Ordaz International Airport,PVR
PVS,Provideniya,PVS
PVU,Provo Airport,PVU
PVW,Hale County,PVW
PVY,Pope Vanoy,PVY
